YEAR,FIRM,SALE,XOPR
2014,ARFXF,0,2
2015,ARFXF,0,2
2016,ARFXF,0,3
2017,ARFXF,0,6
2018,ARFXF,0,10
2010,SOEN,70,72
2011,SOEN,43,48
2010,TZWLF,11,20
2011,TZWLF,8,15
2012,TZWLF,4,8
2013,TZWLF,1,3
2010,ARII,274,267
2011,ARII,519,464
2012,ARII,712,566
2013,ARII,751,572
2014,ARII,733,529
2015,ARII,889,617
2016,ARII,639,445
2017,ARII,477,338
2010,CERPQ,6,12
2011,CERPQ,20,32
2012,CERPQ,1,19
2014,CTXXF,0,0
2015,CTXXF,15,13
2016,CTXXF,10,10
2017,CTXXF,8,9
2018,CTXXF,18,16
2010,SEED,87,75
2011,SEED,89,84
2012,SEED,88,85
2013,SEED,79,74
2014,SEED,68,68
2015,SEED,59,57
2016,SEED,50,53
2017,SEED,0,9
2018,SEED,2,7
2010,VIMC,91,107
2011,VIMC,64,85
2012,VIMC,71,73
2013,VIMC,65,74
2014,VIMC,100,94
2010,VNWTF,113,108
2011,VNWTF,85,93
2012,VNWTF,96,91
2013,VNWTF,92,78
2014,VNWTF,91,73
2015,VNWTF,94,71
2016,VNWTF,108,75
2017,VNWTF,71,55
2018,VNWTF,78,66
2019,VNWTF,85,78
2010,ACTS,38,46
2011,ACTS,47,57
2012,ACTS,54,63
2013,ACTS,69,79
2014,ACTS,50,84
2015,ACTS,49,77
2010,BPTH,0,0
2011,BPTH,0,0
2012,BPTH,0,2
2013,BPTH,0,3
2014,BPTH,0,4
2015,BPTH,0,5
2016,BPTH,0,8
2017,BPTH,0,9
2018,BPTH,0,8
2010,CCIX,704,643
2011,CCIX,867,792
2012,CCIX,915,827
2010,WNR,7965,7712
2011,WNR,9071,8104
2012,WNR,9503,8699
2013,WNR,10086,9401
2014,WNR,15154,13845
2015,WNR,9787,8652
2016,WNR,7743,7172
2010,STPFQ,2902,2558
2011,STPFQ,3147,2938
2009,ROX,23,28
2010,ROX,27,32
2011,ROX,30,33
2012,ROX,35,37
2013,ROX,42,42
2014,ROX,51,51
2015,ROX,65,63
2016,ROX,70,67
2017,ROX,82,77
2018,ROX,89,84
2010,ECTYQ,14,30
2011,ECTYQ,28,46
2012,ECTYQ,56,55
2010,MRTKF,144,118
2011,MRTKF,182,147
2010,EVK,134,125
2011,EVK,216,200
2012,EVK,280,260
2013,EVK,368,343
2014,EVK,460,431
2015,EVK,421,396
2016,EVK,393,375
2017,EVK,416,394
2018,EVK,449,426
2010,AVRW,448,444
2011,AVRW,888,866
2010,SOMX,1,40
2011,SOMX,16,73
2010,LPTN,8,12
2011,LPTN,9,13
2012,LPTN,7,12
2013,LPTN,8,15
2014,LPTN,5,23
2015,LPTN,2,12
2010,ARUZQ,8,10
2011,ARUZQ,76,73
2010,CSNG,0,0
2011,CSNG,4,5
2012,CSNG,4,6
2013,CSNG,4,5
2014,CSNG,3,6
2015,CSNG,0,2
2010,PBKOF,163,146
2011,PBKOF,172,155
2012,PBKOF,162,142
2013,PBKOF,185,164
2014,PBKOF,194,170
2015,PBKOF,221,196
2016,PBKOF,246,216
2017,PBKOF,286,243
2018,PBKOF,332,284
2010,CLMT,2191,2058
2011,CLMT,3135,2953
2012,CLMT,4657,4280
2013,CLMT,5421,5201
2014,CLMT,5791,5569
2015,CLMT,4213,3954
2016,CLMT,3599,3426
2017,CLMT,3764,3480
2018,CLMT,3498,3279
2010,EQST,0,0
2011,EQST,0,0
2012,EQST,0,0
2010,0066A,785,720
2011,0066A,880,793
2012,0066A,845,776
2010,TX,7382,5947
2011,TX,9157,7475
2012,TX,8608,7309
2013,TX,8530,7066
2014,TX,8726,7327
2015,TX,7877,6814
2016,TX,7224,5665
2017,TX,9658,7353
2018,TX,11455,8771
2010,CRXM,0,7
2011,CRXM,0,7
2012,CRXM,1,9
2013,CRXM,0,7
2014,CRXM,0,4
2015,CRXM,0,3
2016,CRXM,0,3
2010,DXTRQ,4,14
2011,DXTRQ,13,16
2012,DXTRQ,4,16
2013,DXTRQ,3,18
2014,DXTRQ,4,19
2015,DXTRQ,3,20
2016,DXTRQ,4,19
2017,DXTRQ,3,17
2010,SUNW,0,1
2011,SUNW,0,1
2012,SUNW,0,1
2013,SUNW,0,1
2014,SUNW,20,20
2015,SUNW,54,50
2016,SUNW,86,94
2017,SUNW,77,83
2018,SUNW,71,74
2010,FSIN,265,194
2011,FSIN,287,225
2010,ACAZF,71,53
2011,ACAZF,66,51
2012,ACAZF,69,52
2013,ACAZF,74,57
2014,ACAZF,77,55
2015,ACAZF,84,58
2016,ACAZF,77,55
2017,ACAZF,78,57
2018,ACAZF,100,79
2010,CSR,685,568
2011,AIRI,54,48
2012,AIRI,64,56
2013,AIRI,63,55
2014,AIRI,64,59
2015,AIRI,80,75
2016,AIRI,67,73
2017,AIRI,50,54
2018,AIRI,46,47
2010,NVDQ,15,21
2011,NVDQ,15,19
2012,NVDQ,23,23
2013,NVDQ,35,39
2014,NVDQ,47,59
2015,NVDQ,64,93
2016,NVDQ,80,123
2010,KRA,1228,1037
2011,KRA,1437,1249
2012,KRA,1423,1317
2013,KRA,1292,1190
2014,KRA,1230,1105
2015,KRA,1035,932
2016,KRA,1744,1424
2017,KRA,1960,1603
2018,KRA,2012,1609
2010,TSEM1,231,139
2011,TSEM1,169,125
2012,TSEM1,164,126
2013,TSEM1,166,113
2014,TSEM1,221,165
2010,CODI,1658,1594
2010,CODI,0,0
2011,CODI,778,714
2011,CODI,0,0
2012,CODI,885,781
2012,CODI,0,0
2013,CODI,986,803
2013,CODI,0,0
2014,CODI,982,866
2014,CODI,0,0
2015,CODI,805,700
2015,CODI,0,0
2016,CODI,978,845
2016,CODI,0,0
2017,CODI,1270,1118
2017,CODI,0,0
2018,CODI,1692,1507
2018,CODI,0,0
2010,ALXA,43,43
2011,ALXA,6,36
2012,ALXA,4,30
2013,ALXA,48,43
2014,ALXA,6,40
2015,ALXA,5,28
2010,KNWN,3,3
2011,KNWN,9,11
2012,KNWN,8,10
2013,KNWN,9,12
2014,KNWN,8,10
2015,KNWN,6,8
2016,KNWN,6,9
2017,KNWN,5,7
2018,KNWN,4,6
2019,KNWN,2,7
2010,5929B,360,302
2011,5929B,389,333
2012,5929B,391,330
2013,5929B,419,350
2014,5929B,475,389
2015,5929B,448,372
2016,5929B,495,412
2010,PSID,3,16
2011,PSID,0,16
2012,PSID,0,7
2013,PSID,0,5
2014,PSID,1,5
2015,PSID,3,7
2016,PSID,6,12
2017,PSID,5,10
2010,VNDA,36,25
2011,VNDA,31,40
2012,VNDA,33,59
2013,VNDA,34,52
2014,VNDA,50,105
2015,VNDA,110,137
2016,VNDA,146,153
2017,VNDA,165,179
2018,VNDA,193,168
2010,CHGS,62,58
2011,CHGS,77,77
2012,CHGS,74,77
2013,CHGS,61,70
2012,AVXL,0,0
2013,AVXL,0,2
2014,AVXL,0,2
2015,AVXL,0,7
2016,AVXL,0,12
2017,AVXL,0,16
2018,AVXL,0,19
2019,AVXL,0,29
2010,ASTI,2,27
2011,ASTI,4,101
2012,ASTI,1,23
2013,ASTI,1,23
2014,ASTI,5,33
2015,ASTI,7,29
2016,ASTI,2,23
2017,ASTI,1,13
2018,ASTI,1,7
2010,MWA,1338,1240
2011,MWA,1339,1243
2012,MWA,1024,896
2013,MWA,1121,963
2014,MWA,1185,1003
2015,MWA,1165,976
2016,MWA,1139,941
2017,MWA,826,672
2018,MWA,916,749
2019,MWA,968,770
2009,SNIOF,1,4
2010,SNIOF,1,5
2011,SNIOF,1,5
2012,SNIOF,0,4
2013,SNIOF,1,5
2014,SNIOF,1,3
2010,ATEC,172,156
2011,ATEC,198,191
2012,ATEC,196,180
2013,ATEC,205,183
2014,ATEC,207,181
2015,ATEC,185,171
2016,ATEC,120,121
2017,ATEC,102,101
2018,ATEC,92,109
2010,DK,3756,3701
2011,DK,7198,6826
2012,DK,8727,8169
2013,DK,8707,8379
2014,DK,8324,7847
2015,DK,5762,5554
2016,DK,4198,4159
2017,DK,7267,6868
2018,DK,10233,9435
2010,BMTI,1,33
2011,BMTI,2,31
2010,LUNA,35,35
2011,LUNA,36,35
2012,LUNA,32,32
2013,LUNA,22,26
2014,LUNA,21,25
2015,LUNA,44,44
2016,LUNA,59,57
2017,LUNA,46,45
2018,LUNA,43,40
2010,CBLI,15,26
2011,CBLI,9,33
2012,CBLI,4,33
2013,CBLI,8,31
2014,CBLI,4,18
2015,CBLI,3,13
2016,CBLI,4,10
2017,CBLI,2,8
2018,CBLI,1,6
2010,PRTT,0,7
2011,PRTT,0,1
2012,PRTT,0,1
2013,PRTT,0,0
2014,PRTT,0,0
2015,PRTT,0,0
2016,PRTT,0,0
2017,PRTT,0,0
2010,VRGY,539,478
2010,GRRF,261,235
2010,CETY,3,3
2011,CETY,5,4
2012,CETY,5,5
2013,CETY,4,4
2014,CETY,4,4
2015,CETY,2,4
2016,CETY,2,3
2017,CETY,1,2
2018,CETY,1,3
2012,SMME,0,0
2013,SMME,0,5
2014,SMME,0,3
2015,SMME,0,2
2016,SMME,0,2
2017,SMME,0,1
2018,SMME,0,1
2019,SMME,0,1
2010,SUMXF,153,121
2011,SUMXF,144,114
2012,SUMXF,132,107
2013,SUMXF,129,102
2014,SUMXF,132,105
2015,SUMXF,142,109
2016,SUMXF,161,133
2017,SUMXF,179,152
2018,SUMXF,195,169
2010,NTI,0,0
2011,NTI,4038,3639
2012,NTI,4354,3653
2013,NTI,4663,4397
2014,NTI,5160,4831
2015,NTI,3002,2602
2010,COSK,0,18
2010,OXYS,0,0
2011,OXYS,0,1
2012,OXYS,0,1
2013,OXYS,2,2
2014,OXYS,2,4
2011,MSLI,0,3
2012,MSLI,10,7
2013,MSLI,28,10
2014,MSLI,26,14
2015,MSLI,49,19
2016,MSLI,91,50
2011,UCUT,0,0
2012,UCUT,0,0
2013,UCUT,0,0
2014,UCUT,0,0
2015,UCUT,0,0
2016,UCUT,0,0
2017,UCUT,0,0
2018,UCUT,0,0
2010,ORMP,0,0
2011,ORMP,0,2
2012,ORMP,0,3
2013,ORMP,0,4
2014,ORMP,0,6
2015,ORMP,0,7
2016,ORMP,1,11
2017,ORMP,2,13
2018,ORMP,2,16
2019,ORMP,3,17
2010,CEVE,0,0
2011,CEVE,0,1
2010,RDUS,0,15
2011,RDUS,0,41
2012,RDUS,0,64
2013,RDUS,0,67
2014,RDUS,0,59
2015,RDUS,0,99
2016,RDUS,0,184
2017,RDUS,22,269
2018,RDUS,99,287
2010,POST,997,722
2011,POST,968,707
2012,POST,959,741
2013,POST,1034,819
2014,POST,2411,2092
2015,POST,4648,4016
2016,POST,5027,4167
2017,POST,5226,4225
2018,POST,6257,5056
2019,POST,5681,4541
2011,QWTR,0,0
2012,QWTR,0,4
2013,QWTR,0,1
2010,BRFH,0,0
2011,BRFH,0,0
2012,BRFH,0,2
2013,BRFH,0,2
2014,BRFH,0,3
2015,BRFH,0,6
2016,BRFH,1,11
2017,BRFH,2,11
2018,BRFH,4,10
2010,ZYCI,0,0
2011,ZYCI,43,29
2010,TRIA.,27,53
2010,ADNC,48,43
2011,ADNC,98,88
2012,ADNC,144,127
2013,ADNC,160,153
2014,ADNC,113,143
2010,NRKM,0,13
2011,VEBM,4670,3419
2012,VEBM,4631,3368
2010,6197B,282,233
2011,WARM,0,5
2012,WARM,0,0
2013,WARM,0,3
2014,WARM,0,24
2015,WARM,0,5
2016,WARM,0,4
2017,WARM,0,2
2018,WARM,0,2
2011,TRTC,1,3
2012,TRTC,1,2
2013,TRTC,2,6
2014,TRTC,7,25
2015,TRTC,10,18
2016,TRTC,25,41
2017,TRTC,36,52
2018,TRTC,31,59
2011,ONVO,0,0
2012,ONVO,1,7
2013,ONVO,0,21
2014,ONVO,1,30
2015,ONVO,1,39
2016,ONVO,4,41
2017,ONVO,5,36
2018,ONVO,3,29
2010,CSTE,199,150
2011,CSTE,260,202
2012,CSTE,297,230
2013,CSTE,357,267
2014,CSTE,447,334
2015,CSTE,500,376
2016,CSTE,539,412
2017,CSTE,588,493
2018,CSTE,576,502
2011,TGLS,0,0
2012,TGLS,0,0
2013,TGLS,183,149
2014,TGLS,197,162
2015,TGLS,239,189
2016,TGLS,305,237
2017,TGLS,314,259
2018,TGLS,371,301
2011,ECAU,0,0
2012,ECAU,0,2
2013,ECAU,0,5
2011,BIEI,0,0
2012,BIEI,0,2
2013,BIEI,0,4
2014,BIEI,0,1
2015,BIEI,0,2
2016,BIEI,0,1
2017,BIEI,0,1
2018,BIEI,0,1
2010,ISLT,0,0
2011,ISLT,0,3
2012,ISLT,0,10
2013,ISLT,0,3
2011,CBBT,0,0
2012,CBBT,0,1
2013,CBBT,0,1
2014,CBBT,0,3
2015,CBBT,0,2
2016,CBBT,0,2
2017,CBBT,0,2
2018,CBBT,0,1
2010,NSB,30,29
2010,BTHE,0,0
2011,BTHE,0,1
2012,BTHE,0,1
2013,BTHE,0,5
2014,BTHE,0,5
2015,BTHE,0,2
2016,BTHE,0,1
2017,BTHE,0,1
2018,BTHE,0,2
2011,XFLS,0,0
2012,XFLS,0,0
2013,XFLS,0,0
2014,XFLS,0,0
2015,XFLS,0,0
2010,PSX,132872,130961
2011,PSX,182133,178651
2012,PSX,166089,160522
2013,PSX,157730,154128
2014,PSX,146514,142188
2015,PSX,85195,79660
2016,PSX,70898,68688
2017,PSX,89300,85918
2018,PSX,111461,104912
2011,SLNR,0,0
2012,SLNR,0,1
2013,SLNR,1,3
2012,ENDV,0,0
2013,ENDV,0,2
2014,ENDV,0,2
2015,ENDV,0,3
2016,ENDV,0,5
2017,ENDV,0,5
2018,ENDV,0,4
2011,HPTN,0,0
2012,HPTN,0,5
2010,TUMI,253,202
2011,TUMI,330,259
2012,TUMI,399,309
2013,TUMI,467,365
2014,TUMI,527,415
2015,TUMI,548,427
2010,MTST,0,0
2011,MTST,0,2
2012,MTST,0,3
2013,MTST,0,4
2014,MTST,0,5
2015,MTST,0,5
2016,MTST,0,3
2017,MTST,0,3
2012,ATQTF,21,22
2011,GOGC,0,0
2012,GOGC,0,0
2013,GOGC,0,0
2014,GOGC,0,0
2010,PBYI,0,0
2011,PBYI,0,10
2012,PBYI,0,74
2013,PBYI,0,54
2014,PBYI,0,142
2015,PBYI,0,240
2016,PBYI,0,275
2017,PBYI,28,317
2018,PBYI,251,338
2011,BSPK,0,0
2012,BSPK,0,0
2013,BSPK,0,0
2014,BSPK,0,0
2015,BSPK,0,0
2016,BSPK,0,0
2017,BSPK,0,7
2018,BSPK,0,7
2019,BSPK,0,1
2010,EVAC,987,757
2011,EVAC,1088,839
2012,EVAC,968,777
2010,DRTX,0,7
2011,DRTX,0,34
2012,DRTX,0,61
2013,DRTX,0,56
2010,TSRO,0,2
2011,TSRO,0,15
2012,TSRO,0,54
2013,TSRO,0,90
2014,TSRO,0,142
2015,TSRO,0,233
2016,TSRO,45,394
2017,TSRO,223,683
2011,GBLL,0,0
2012,GBLL,1,6
2013,GBLL,1,3
2014,GBLL,0,1
2011,TCPIF,0,0
2012,TCPIF,359,323
2013,TCPIF,429,393
2014,TCPIF,490,456
2011,ARRT,0,0
2012,ARRT,0,0
2013,ARRT,0,0
2014,ARRT,0,0
2015,ARRT,0,18
2016,ARRT,0,0
2017,ARRT,0,0
2018,ARRT,0,0
2019,ARRT,0,0
2010,GMED,288,183
2011,GMED,331,216
2012,GMED,386,254
2013,GMED,434,289
2014,GMED,474,310
2015,GMED,545,356
2016,GMED,564,366
2017,GMED,636,425
2018,GMED,713,494
2010,STML,0,2
2011,STML,0,3
2012,STML,0,6
2013,STML,0,22
2014,STML,0,29
2015,STML,1,38
2016,STML,1,40
2017,STML,1,69
2018,STML,1,87
2012,KBSF,0,0
2013,KBSF,0,0
2014,KBSF,59,48
2015,KBSF,61,54
2016,KBSF,41,44
2017,KBSF,24,42
2018,KBSF,19,27
2012,IFIT,9,9
2013,IFIT,11,11
2014,IFIT,10,11
2011,PHOT,0,0
2012,PHOT,1,3
2013,PHOT,5,9
2014,PHOT,9,15
2015,PHOT,4,6
2016,PHOT,1,3
2017,PHOT,2,4
2018,PHOT,5,9
2010,FET,747,641
2011,FET,1128,912
2012,FET,1415,1125
2013,FET,1525,1251
2014,FET,1740,1428
2015,FET,1074,1010
2016,FET,588,653
2017,FET,819,818
2018,FET,1064,1020
2011,MSSD,0,0
2012,MSSD,0,0
2010,HPTX,0,27
2011,HPTX,0,26
2012,HPTX,0,29
2013,HPTX,42,52
2014,HPTX,114,81
2010,CLIR,0,0
2011,CLIR,0,3
2012,CLIR,0,4
2013,CLIR,0,5
2014,CLIR,0,7
2015,CLIR,0,8
2016,CLIR,1,12
2017,CLIR,1,10
2018,CLIR,1,10
2010,CDNN,0,0
2011,CDNN,823,740
2012,CDNN,649,612
2011,PHIO,0,0
2012,PHIO,0,7
2013,PHIO,0,9
2014,PHIO,0,9
2015,PHIO,0,10
2016,PHIO,0,9
2017,PHIO,0,9
2018,PHIO,0,7
2009,HNWEF,45,81
2010,HNWEF,31,48
2011,HNWEF,28,27
2012,HNWEF,30,26
2013,HNWEF,18,19
2014,HNWEF,18,22
2015,HNWEF,8,19
2016,HNWEF,7,10
2017,HNWEF,11,12
2018,HNWEF,10,11
2010,PGTI,176,162
2011,PGTI,167,155
2012,PGTI,175,150
2013,PGTI,239,201
2014,PGTI,306,261
2015,PGTI,390,328
2016,PGTI,459,384
2017,PGTI,511,427
2018,PGTI,698,575
2010,PFGY,75,75
2010,VOLC,294,263
2011,VOLC,344,295
2012,VOLC,382,337
2013,VOLC,394,373
2010,PTCT,0,0
2011,PTCT,35,72
2012,PTCT,34,58
2013,PTCT,35,78
2014,PTCT,25,122
2015,PTCT,37,201
2016,PTCT,83,209
2017,PTCT,194,241
2018,PTCT,265,334
2010,ACHN,2,27
2011,ACHN,0,44
2012,ACHN,3,49
2013,ACHN,0,59
2014,ACHN,0,69
2015,ACHN,66,81
2016,ACHN,15,79
2017,ACHN,0,88
2018,ACHN,0,73
2010,NFYEF,985,889
2011,NFYEF,942,843
2012,NFYEF,869,814
2013,NFYEF,1276,1179
2014,NFYEF,1683,1571
2015,NFYEF,2130,1923
2016,NFYEF,3053,2674
2017,NFYEF,2981,2590
2018,NFYEF,3437,3003
2010,MITI,29,69
2011,MITI,22,101
2010,0052A,3596,3423
2010,RVBD,552,470
2011,RVBD,726,601
2012,RVBD,837,697
2013,RVBD,1041,887
2014,RVBD,1089,905
2010,MBGNF,0,3
2011,MBGNF,2,1
2012,MBGNF,0,0
2013,MBGNF,0,1
2014,MBGNF,0,0
2015,MBGNF,0,0
2016,MBGNF,0,0
2017,MBGNF,0,0
2018,MBGNF,0,0
2010,VALV,54,48
2011,VALV,93,61
2012,VALV,32,27
2010,OPSSF,5,7
2011,OPSSF,6,8
2012,OPSSF,8,10
2013,OPSSF,8,9
2014,OPSSF,7,9
2015,OPSSF,9,10
2016,OPSSF,10,17
2017,OPSSF,18,23
2018,OPSSF,24,27
2019,OPSSF,33,34
2010,LMAT,56,48
2011,LMAT,58,50
2012,LMAT,57,50
2013,LMAT,65,57
2014,LMAT,71,60
2015,LMAT,78,64
2016,LMAT,89,69
2017,LMAT,101,76
2018,LMAT,106,81
2019,LMAT,117,91
2010,WEST,9,17
2011,WEST,11,18
2012,WEST,5,13
2013,WEST,1,4
2014,WEST,1,4
2010,VRUS.1,1,64
2011,VRUS.1,1,92
2009,MITL,648,564
2010,MITL,650,581
2011,MITL,612,532
2012,MITL,577,498
2013,MITL,508,442
2014,MITL,1104,954
2015,MITL,1158,1014
2016,MITL,988,873
2017,MITL,1059,931
2010,IPHS,714,551
2011,IPHS,810,634
2012,IPHS,862,715
2013,IPHS,844,732
2014,IPHS,839,697
2015,IPHS,789,679
2016,IPHS,725,606
2017,IPHS,722,613
2018,IPHS,802,684
2010,OSIR,43,29
2011,OSIR,42,25
2012,OSIR,12,22
2013,OSIR,24,27
2014,OSIR,51,57
2015,OSIR,80,96
2016,OSIR,109,104
2017,OSIR,119,110
2018,OSIR,142,127
2010,TXIC,106,114
2011,TXIC,102,107
2012,TXIC,78,85
2013,TXIC,74,78
2014,TXIC,61,66
2009,2319B,689,673
2010,2319B,861,803
2011,2319B,1324,1181
2010,SIRO,770,571
2011,SIRO,914,675
2012,SIRO,979,726
2013,SIRO,1101,828
2014,SIRO,1171,869
2015,SIRO,1161,838
2010,MIGL,33,34
2011,MIGL,46,43
2012,MIGL,50,45
2011,COTE,0,0
2012,COTE,0,4
2013,COTE,0,2
2014,COTE,0,12
2015,COTE,0,9
2016,COTE,0,8
2017,COTE,0,7
2010,FOLD,1,55
2011,FOLD,21,71
2012,FOLD,18,70
2013,FOLD,0,60
2014,FOLD,1,68
2015,FOLD,0,121
2016,FOLD,5,170
2017,FOLD,37,244
2018,FOLD,91,413
2010,IMUC,0,5
2011,IMUC,0,9
2012,IMUC,0,12
2013,IMUC,0,9
2014,IMUC,0,10
2015,IMUC,0,15
2016,IMUC,0,23
2017,IMUC,0,21
2010,SGYPQ,0,16
2011,SGYPQ,0,20
2012,SGYPQ,0,37
2013,SGYPQ,0,62
2014,SGYPQ,0,94
2015,SGYPQ,0,100
2016,SGYPQ,0,145
2017,SGYPQ,17,239
2010,CFPUF,0,0
2011,CFPUF,0,1
2012,CFPUF,806,727
2013,CFPUF,887,747
2014,CFPUF,981,795
2015,CFPUF,1175,970
2016,CFPUF,1102,934
2017,CFPUF,1198,973
2018,CFPUF,1374,1051
2010,CBPO,140,61
2011,CBPO,153,88
2012,CBPO,185,102
2013,CBPO,203,109
2014,CBPO,243,120
2015,CBPO,296,155
2016,CBPO,341,183
2017,CBPO,370,220
2018,CBPO,467,298
2010,APKT,231,157
2011,APKT,307,223
2012,APKT,274,265
2012,MDFZF,2,7
2013,MDFZF,6,11
2014,MDFZF,5,10
2015,MDFZF,6,10
2016,MDFZF,5,5
2017,MDFZF,3,4
2018,MDFZF,4,4
2010,WCRX,2974,1609
2011,WCRX,2728,1318
2012,WCRX,2541,1117
2010,PYMXQ,2,17
2011,PYMXQ,2,21
2010,CELH,8,27
2011,CELH,9,10
2012,CELH,8,10
2013,CELH,11,12
2014,CELH,15,16
2015,CELH,17,19
2016,CELH,23,26
2017,CELH,36,44
2018,CELH,53,62
2010,SCMP,62,61
2011,SCMP,55,82
2012,SCMP,81,72
2013,SCMP,90,79
2014,SCMP,115,82
2015,SCMP,153,93
2016,SCMP,230,120
2010,HBI,4327,3836
2011,HBI,4632,4068
2012,HBI,4526,3993
2013,HBI,4628,3941
2014,HBI,5325,4464
2015,HBI,5732,4766
2016,HBI,6028,5011
2017,HBI,6471,5433
2018,HBI,6804,5710
2019,HBI,6967,5883
2010,COIN.1,4,17
2011,COIN.1,3,11
2012,COIN.1,2,4
2010,SFLY,308,258
2011,SFLY,473,422
2012,SFLY,641,551
2013,SFLY,784,688
2014,SFLY,922,818
2015,SFLY,1049,928
2016,SFLY,1134,971
2017,SFLY,1190,998
2018,SFLY,1962,1664
2009,LLFP,0,0
2010,LLFP,0,0
2011,LLFP,0,0
2012,LLFP,0,0
2010,TVPC,0,1
2011,TVPC,1,1
2010,FSLR,2564,1651
2011,FSLR,2766,1939
2012,FSLR,3369,2616
2013,FSLR,3309,2615
2014,FSLR,3392,2720
2015,FSLR,3579,2805
2016,FSLR,2951,2402
2017,FSLR,2941,2607
2018,FSLR,2244,2070
2011,ARNI,0,0
2012,ARNI,0,10
2013,ARNI,0,17
2014,ARNI,0,21
2015,ARNI,0,13
2009,SNOA,7,15
2010,SNOA,10,17
2011,SNOA,13,19
2012,SNOA,15,19
2013,SNOA,14,19
2014,SNOA,14,20
2015,SNOA,15,25
2016,SNOA,13,26
2017,SNOA,17,30
2018,SNOA,19,30
2010,NWCI,0,10
2012,SNDD,0,0
2013,SNDD,0,1
2014,SNDD,0,0
2015,SNDD,0,0
2016,SNDD,0,1
2017,SNDD,1,1
2018,SNDD,0,1
2019,SNDD,0,1
2010,MDCGF,0,16
2011,MDCGF,0,18
2012,MDCGF,6,32
2010,CADX,0,53
2011,CADX,17,95
2012,CADX,50,115
2013,CADX,110,138
2010,BIXZF,3,17
2011,BIXZF,5,22
2012,BIXZF,1,9
2010,YTEN,0,38
2011,YTEN,1,39
2012,YTEN,42,36
2013,YTEN,5,35
2014,YTEN,3,28
2015,YTEN,3,26
2016,YTEN,1,11
2017,YTEN,1,10
2018,YTEN,1,9
2010,PUURF,1,1
2011,PUURF,0,1
2010,ROSGQ,0,15
2011,ROSGQ,0,8
2012,ROSGQ,0,8
2013,ROSGQ,0,13
2014,ROSGQ,1,15
2015,ROSGQ,8,23
2016,ROSGQ,9,24
2010,HPIL,0,0
2011,HPIL,0,0
2012,HPIL,0,0
2013,HPIL,0,1
2014,HPIL,0,1
2015,HPIL,0,0
2016,HPIL,0,0
2010,INFI,71,118
2011,INFI,93,129
2012,INFI,47,142
2013,INFI,0,126
2014,INFI,165,166
2015,INFI,109,234
2016,INFI,19,137
2017,INFI,6,41
2018,INFI,22,34
2010,MR.1,704,521
2011,MR.1,881,680
2012,MR.1,1060,817
2013,MR.1,1214,934
2014,MR.1,1323,1068
2011,ISCO,0,0
2012,ISCO,5,14
2013,ISCO,6,13
2014,ISCO,7,15
2015,ISCO,8,12
2016,ISCO,7,12
2017,ISCO,7,12
2018,ISCO,11,14
2010,AWI,2766,2502
2011,AWI,2860,2540
2012,AWI,2619,2291
2013,AWI,2720,2436
2014,AWI,2515,2201
2015,AWI,2420,2148
2016,AWI,1235,1011
2017,AWI,894,645
2018,AWI,975,719
2010,HLXW,0,3
2010,SPMD.2,1176,1117
2011,SPMD.2,1642,1036
2012,SPMD.2,1354,752
2010,GHSEQ,559,465
2011,GHSEQ,526,439
2012,GHSEQ,491,417
2010,SLTM,111,106
2011,SLTM,116,112
2012,SLTM,145,137
2010,IPGP,299,202
2011,IPGP,474,281
2012,IPGP,563,329
2013,IPGP,648,397
2014,IPGP,770,459
2015,IPGP,901,519
2016,IPGP,1006,581
2017,IPGP,1409,776
2018,IPGP,1460,862
2010,CPRX,0,4
2011,CPRX,0,6
2012,CPRX,0,5
2013,CPRX,0,10
2014,CPRX,0,15
2015,CPRX,0,20
2016,CPRX,0,19
2017,CPRX,0,19
2018,CPRX,1,36
2010,HNSN,17,58
2011,HNSN,22,57
2012,HNSN,18,53
2013,HNSN,17,58
2014,HNSN,19,62
2015,HNSN,16,51
2010,CSIQ,1496,1344
2011,CSIQ,1899,1836
2012,CSIQ,1295,1326
2013,CSIQ,1654,1473
2014,CSIQ,2961,2512
2015,CSIQ,3468,3099
2016,CSIQ,2853,2707
2017,CSIQ,3390,3069
2018,CSIQ,3745,3295
2010,FACE,79,72
2011,FACE,81,75
2010,TLCR,1602,1205
2010,ATHX,9,20
2011,ATHX,10,24
2012,ATHX,9,24
2013,ATHX,2,27
2014,ATHX,2,30
2015,ATHX,12,29
2016,ATHX,17,33
2017,ATHX,4,32
2018,ATHX,24,49
2010,ALLT,57,52
2011,ALLT,78,65
2012,ALLT,105,90
2013,ALLT,97,98
2014,ALLT,117,115
2015,ALLT,100,104
2016,ALLT,90,93
2017,ALLT,82,92
2018,ALLT,96,101
2019,ALLT,110,119
2010,EBS,286,199
2011,EBS,273,228
2012,EBS,282,231
2013,EBS,313,242
2014,EBS,450,343
2015,EBS,523,385
2016,EBS,489,322
2017,EBS,561,376
2018,EBS,782,601
2010,NLST,38,51
2011,NLST,61,64
2012,NLST,37,48
2013,NLST,23,31
2014,NLST,19,32
2015,NLST,7,25
2016,NLST,20,30
2017,NLST,38,51
2018,NLST,34,50
2010,4004B,1241,934
2009,AERO,17,23
2010,AERO,11,14
2011,AERO,8,8
2012,AERO,7,8
2013,AERO,9,10
2014,AERO,18,18
2015,AERO,20,21
2016,AERO,24,24
